水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,28,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,56,9.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,56,9
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,56,11
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,56,7.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,56,10.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,56,26
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,56,23
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,56,18.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,56,20
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,56,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,84,11.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,84,11
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,84,13.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,84,9.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,84,13
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,84,31.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,84,26
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,84,22
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,84,24
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,84,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,112,12.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,112,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,112,15
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,112,11
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,112,14
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,112,33.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,112,28
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,112,24.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,112,26
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,112,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,475,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,95,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,375,165,0.35,,,,,,3.2,52,26,10.1,1.5,,70,,,,,,,,200,25,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,165,,,,,,,,200,0,,42,140,13
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,0,,42,140,12.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,305,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,140,15.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,140,,,,,,,,200,25,,42,140,11.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,300,165,0.35,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,45,,42,140,14.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,255,,,,,,,,200,0,,42,140,35
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,210,,,,,,,,200,0,,42,140,29
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.35,,,,,,3.2,52,26,10.1,1.5,,185,,,,,,,,200,0,,42,140,25.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,205,165,0.35,,,,,,3.2,52,26,10.1,1.5,,205,,,,,,,,200,45,,42,140,27
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,400,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,450,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,25,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,425,165,0.35,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,45,,42,140,0
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,3.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,14,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,14,7.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,14,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,14,8
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,14,8
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,14,10
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,14,8
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,14,9
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,14,20
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,0,,42,14,16
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,130,,,,,,,,200,0,,42,14,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,30,,42,14,13.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,3.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,4
64.5,20,4.6,3.7,2.5,CEM I 42.5,280,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,14,4
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,15,,42,14,3.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,35,,42,14,3.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,28,10.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,28,11.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,28,10.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,28,14
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,28,14
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,28,18
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,28,14
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,28,16
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,28,30
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,0,,42,28,25
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,130,,,,,,,,200,0,,42,28,21
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,30,,42,28,23
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,6.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,6.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,280,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,28,6.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,15,,42,28,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,35,,42,28,6
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,8.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,56,14
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,56,16.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,56,16
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,56,19
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,56,19
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,56,27.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,56,19
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,56,21
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,56,36.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,0,,42,56,35
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,130,,,,,,,,200,0,,42,56,30
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,30,,42,56,33
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,9.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,10
64.5,20,4.6,3.7,2.5,CEM I 42.5,280,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,56,10
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,15,,42,56,9
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,35,,42,56,9
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,10.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,84,16
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,84,19.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,84,19
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,84,22.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,84,22
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,84,31
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,84,21.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,84,24.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,84,43
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,0,,42,84,40
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,130,,,,,,,,200,0,,42,84,35
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,30,,42,84,38.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,13
64.5,20,4.6,3.7,2.5,CEM I 42.5,280,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,13
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,15,,42,84,11
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,35,,42,84,11.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,84,11.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,112,17
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,112,21.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,112,21
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,112,25.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,112,24
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,112,33
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,112,23.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,112,27
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,112,47
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,0,,42,112,43.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,130,,,,,,,,200,0,,42,112,38.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,145,,,,,,,,200,30,,42,112,42
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,13
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,15
64.5,20,4.6,3.7,2.5,CEM I 42.5,280,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,112,14.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,315,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,15,,42,112,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,295,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,35,,42,112,12.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,330,165,0.5,,,,,,3.2,52,26,10.1,1.5,,0,,,,,,,,200,0,,42,140,12
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,65,,,,,,,,200,0,,42,140,17.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,265,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,0,,42,140,22.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,260,165,0.5,,,,,,3.2,52,26,10.1,1.5,,50,,,,,,,,200,15,,42,140,22
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,115,,,,,,,,200,0,,42,140,27
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,0,,42,140,25.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,0,,42,140,34
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,100,,,,,,,,200,15,,42,140,24.5
64.5,20,4.6,3.7,2.5,CEM I 42.5,210,165,0.5,,,,,,3.2,52,26,10.1,1.5,,80,,,,,,,,200,35,,42,140,29
64.5,20,4.6,3.7,2.5,CEM I 42.5,145,165,0.5,,,,,,3.2,52,26,10.1,1.5,,180,,,,,,,,200,0,,42,140,49
