水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
64.6,19,4.2,3.9,0.9,OPC 53 Grade,217,140,0.45,,,,,723,1.3,59.3,29.9,4.3,0.6,,89,,,,,,,,,,46,14,70,6
64.6,19,4.2,3.9,0.9,OPC 53 Grade,217,140,0.45,,,,,723,1.3,59.3,29.9,4.3,0.6,,89,,,,,,,,,,46,14,112,7
64.6,19,4.2,3.9,0.9,OPC 53 Grade,252,158,0.45,,,,,696,1.3,59.3,29.9,4.3,0.6,,108,,,,,,,,,,51,14,28,4
64.6,19,4.2,3.9,0.9,OPC 53 Grade,252,158,0.45,,,,,696,1.3,59.3,29.9,4.3,0.6,,108,,,,,,,,,,51,14,70,7
64.6,19,4.2,3.9,0.9,OPC 53 Grade,252,158,0.45,,,,,696,1.3,59.3,29.9,4.3,0.6,,108,,,,,,,,,,51,14,112,8
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,263,186,0.6,,,,,747,13.8,39.9,31.5,6.2,2.3,,47,,,,,,,,,,39,14,28,4
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,263,186,0.6,,,,,747,13.8,39.9,31.5,6.2,2.3,,47,,,,,,,,,,39,14,70,7
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,263,186,0.6,,,,,747,13.8,39.9,31.5,6.2,2.3,,47,,,,,,,,,,39,14,112,9
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,289,187,0.55,,,,,735,13.8,39.9,31.5,6.2,2.3,,51,,,,,,,,,,46,14,28,4
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,289,187,0.55,,,,,735,13.8,39.9,31.5,6.2,2.3,,51,,,,,,,,,,46,14,70,8
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,289,187,0.55,,,,,735,13.8,39.9,31.5,6.2,2.3,,51,,,,,,,,,,46,14,112,9
64.6,19,4.2,3.9,0.9,OPC 53 Grade,264,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,46,,,,,,,,,,44,14,28,3
64.6,19,4.2,3.9,0.9,OPC 53 Grade,264,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,46,,,,,,,,,,44,14,70,5
64.6,19,4.2,3.9,0.9,OPC 53 Grade,264,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,46,,,,,,,,,,44,14,112,6
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,217,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,93,,,,,,,,,,44,14,28,4
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,217,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,93,,,,,,,,,,44,14,70,7
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,217,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,93,,,,,,,,,,44,14,112,11
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,1.3,59.3,29.9,4.3,0.6,,62,35.6,33.8,17.4,1,8,62,,,,52,14,28,4
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,1.3,59.3,29.9,4.3,0.6,,62,35.6,33.8,17.4,1,8,62,,,,52,14,70,8
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,1.3,59.3,29.9,4.3,0.6,,62,35.6,33.8,17.4,1,8,62,,,,52,14,112,9
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,748,13.8,39.9,31.5,6.2,2.3,,62,35.6,33.8,17.4,1,8,62,,,,41,14,28,4
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,748,13.8,39.9,31.5,6.2,2.3,,62,35.6,33.8,17.4,1,8,62,,,,41,14,70,8
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,748,13.8,39.9,31.5,6.2,2.3,,62,35.6,33.8,17.4,1,8,62,,,,41,14,112,9
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,124,,,,,,,,,,46,14,28,6
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,124,,,,,,,,,,46,14,70,10
65.1,19.4,4.7,3.9,1.2,OPC 53 Grade,186,155,0.5,,,,,759,13.8,39.9,31.5,6.2,2.3,,124,,,,,,,,,,46,14,112,11
41.8,31,10.8,3.7,1.8,Limestone calcined clay,170,155,0.5,,,,,705,,,,,,,,,,,,,140,,,,52,14,28,5
41.8,31,10.8,3.7,1.8,Limestone calcined clay,170,155,0.5,,,,,705,,,,,,,,,,,,,140,,,,52,14,70,9
41.8,31,10.8,3.7,1.8,Limestone calcined clay,170,155,0.5,,,,,705,,,,,,,,,,,,,140,,,,52,14,112,10
41.8,31,10.8,3.7,1.8,Limestone calcined clay,187,136,0.4,,,,,713,,,,,,,,,,,,,153,,,,61,14,28,3
41.8,31,10.8,3.7,1.8,Limestone calcined clay,187,136,0.4,,,,,713,,,,,,,,,,,,,153,,,,61,14,70,6
41.8,31,10.8,3.7,1.8,Limestone calcined clay,187,136,0.4,,,,,713,,,,,,,,,,,,,153,,,,61,14,112,7
41.8,31,10.8,3.7,1.8,Limestone calcined clay,198,180,0.45,,,,,682,,,,,,,,,,,,,162,,,,55,14,28,3
41.8,31,10.8,3.7,1.8,Limestone calcined clay,198,180,0.45,,,,,682,,,,,,,,,,,,,162,,,,55,14,70,7
41.8,31,10.8,3.7,1.8,Limestone calcined clay,198,180,0.45,,,,,682,,,,,,,,,,,,,162,,,,55,14,112,8
64.1,21,3.8,2.6,1,Portland cement,350,160,0.45,,,1100,,835,,,,,,,,,,,,,,,,,71.6,28,60,3.3
64.1,21,3.8,2.6,1,Portland cement,245,160,0.45,,,1100,,805,22,36.6,15.7,13,7.4,,105,,,,,,,,,,55.7,28,60,10.3
64.1,21,3.8,2.6,1,Portland cement,245,160,0.45,,,1100,,805,14.7,42.2,18.7,11.4,7,,105,,,,,,,,,,54.5,28,60,8
64.1,21,3.8,2.6,1,Portland cement,245,160,0.45,,,1100,,805,,,,,,,,,,,,,,,,,53.3,28,60,9.3
64.1,21,3.8,2.6,1,Portland cement,245,160,0.45,,,1100,,805,,,,,,,,,,,,,,,,,46,28,60,15.5
64.1,21,3.8,2.6,1,Portland cement,245,160,0.45,,,1100,,805,,,,,,,,,,,,,,,,,59.5,28,60,8.1
64.1,21,3.8,2.6,1,Portland cement,255,166,0.65,,,1000,,960,,,,,,,,,,,,,,,,,43.5,28,60,9.2
64.1,21,3.8,2.6,1,Portland cement,178,166,0.65,,,1000,,935,14.7,42.2,18.7,11.4,7,,77,,,,,,,,,,39.4,28,60,19.5
64.1,21,3.8,2.6,1,Portland cement,178,166,0.65,,,1000,,935,,,,,,,,,,,,,,,,,27.7,28,60,24.9
64.1,21,3.8,2.6,1,Portland cement,178,166,0.65,,,1000,,935,,,,,,,,,,,,,,,,,37.1,28,60,17.9
64.4,22,5.6,3.8,2.1,Type I,370,148,0.4,,,1177,,,,,,,,,,,,,,,,,,,,,90,7.5
64.4,22,5.6,3.8,2.1,Type I,370,148,0.4,,,1177,,,,,,,,,,,,,,,,,,,,,180,11.8
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.29,,1277.2,2.76,797,57.15,22.46,7.6,5,1.54,,0,,,,,,,,,,,28,7,1.6
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,797,57.15,22.46,7.6,5,1.54,,0,,,,,,,,,,,28,14,2.7
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,797,57.15,22.46,7.6,5,1.54,,0,,,,,,,,,,,28,28,4.5
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,797,57.15,22.46,7.6,5,1.54,,0,,,,,,,,,,,28,56,5.4
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,717.3,57.15,22.46,7.6,5,1.54,,63.82,,,,,,,,,,,28,7,0.6
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,717.3,57.15,22.46,7.6,5,1.54,,63.82,,,,,,,,,,,28,14,1.3
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,717.3,57.15,22.46,7.6,5,1.54,,63.82,,,,,,,,,,,28,28,3.3
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,717.3,57.15,22.46,7.6,5,1.54,,63.82,,,,,,,,,,,28,56,4.3
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,637.6,57.15,22.46,7.6,5,1.54,,127.64,,,,,,,,,,,28,7,0.5
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,637.6,57.15,22.46,7.6,5,1.54,,127.64,,,,,,,,,,,28,14,1.2
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,637.6,57.15,22.46,7.6,5,1.54,,127.64,,,,,,,,,,,28,28,2.6
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,637.6,57.15,22.46,7.6,5,1.54,,127.64,,,,,,,,,,,28,56,3.3
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,557.9,57.15,22.46,7.6,5,1.54,,191.46,,,,,,,,,,,28,7,0.4
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,557.9,57.15,22.46,7.6,5,1.54,,191.46,,,,,,,,,,,28,14,0.7
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,557.9,57.15,22.46,7.6,5,1.54,,191.46,,,,,,,,,,,28,28,1.7
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,557.9,57.15,22.46,7.6,5,1.54,,191.46,,,,,,,,,,,28,56,2.4
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,478.2,57.15,22.46,7.6,5,1.54,,255.28,,,,,,,,,,,28,7,0.3
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,478.2,57.15,22.46,7.6,5,1.54,,255.28,,,,,,,,,,,28,14,0.7
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,478.2,57.15,22.46,7.6,5,1.54,,255.28,,,,,,,,,,,28,28,1.2
56.1,22.8,7.5,3.69,0.036,PO42.5,381,160,0.42,0.3,,1277.2,2.76,478.2,57.15,22.46,7.6,5,1.54,,255.28,,,,,,,,,,,28,56,2
67.92,16.6,4.25,3.02,1.43,CEM I 52.5R,325,163,0.5,,,1017,,,,,,,,,,,,,,,,,,,,28,365,0.57
67.92,16.6,4.25,3.02,1.43,CEM I 52.5R,307,154,0.5,,,1017,,,,,,,,,,,,,,,,,,,,28,365,2.5
67.92,16.6,4.25,3.02,1.43,CEM I 52.5R,292,146,0.5,,,1017,,,,,,,,,,,,,,,,,,,,28,365,0.65
67.92,16.6,4.25,3.02,1.43,CEM I 52.5R,277,139,0.5,,,1017,,,,,,,,,,,,,,,,,,,,28,365,0.27
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,400,160,0.4,,,,,923,,,,,,,,,,,,,,,,,47.87,,7,0
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,400,160,0.4,,,,,923,,,,,,,,,,,,,,,,,47.87,,14,1.4
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,400,160,0.4,,,,,923,,,,,,,,,,,,,,,,,47.87,,28,2.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,400,160,0.4,,,,,923,,,,,,,,,,,,,,,,,47.87,,56,3.4
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,400,160,0.4,,,,,923,,,,,,,,,,,,,,,,,47.87,,90,8.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,109,0.31,,,,,402,6,54,22,8.5,1.6,,150,,,,,,,,,,52.6,,7,2.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,109,0.31,,,,,402,6,54,22,8.5,1.6,,150,,,,,,,,,,52.6,,14,5.6
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,109,0.31,,,,,402,6,54,22,8.5,1.6,,150,,,,,,,,,,52.6,,28,7.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,109,0.31,,,,,402,6,54,22,8.5,1.6,,150,,,,,,,,,,52.6,,56,10.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,109,0.31,,,,,402,6,54,22,8.5,1.6,,150,,,,,,,,,,52.6,,90,16
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,114,0.33,,,,,398,,,,,,,,,,,,,,,,,46.07,,7,2.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,114,0.33,,,,,398,,,,,,,,,,,,,,,,,46.07,,14,5.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,114,0.33,,,,,398,,,,,,,,,,,,,,,,,46.07,,28,7.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,114,0.33,,,,,398,,,,,,,,,,,,,,,,,46.07,,56,10.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,114,0.33,,,,,398,,,,,,,,,,,,,,,,,46.07,,90,13.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,414,6,54,22,8.5,1.6,,50,,,,,,,50,,,50.18,,7,0.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,414,6,54,22,8.5,1.6,,50,,,,,,,50,,,50.18,,14,3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,414,6,54,22,8.5,1.6,,50,,,,,,,50,,,50.18,,28,6.2
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,414,6,54,22,8.5,1.6,,50,,,,,,,50,,,50.18,,56,8.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,414,6,54,22,8.5,1.6,,50,,,,,,,50,,,50.18,,90,9.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,430,,,,,,,,,,,,,,50,,,50.64,,7,1.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,430,,,,,,,,,,,,,,50,,,50.64,,14,2.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,430,,,,,,,,,,,,,,50,,,50.64,,28,3.1
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,430,,,,,,,,,,,,,,50,,,50.64,,56,3.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,113,0.32,,,,,430,,,,,,,,,,,,,,50,,,50.64,,90,5.2
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,360,173,0.48,,,,,773,,,,,,,,,,,,,,,,,45.89,,7,2.9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,360,173,0.48,,,,,773,,,,,,,,,,,,,,,,,45.89,,14,4.3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,360,173,0.48,,,,,773,,,,,,,,,,,,,,,,,45.89,,28,6
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,360,173,0.48,,,,,773,,,,,,,,,,,,,,,,,45.89,,56,9.2
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,360,173,0.48,,,,,773,,,,,,,,,,,,,,,,,45.89,,90,11.4
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,6,54,22,8.5,1.6,,100,,,,,,,,,,47.44,,7,2.9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,6,54,22,8.5,1.6,,100,,,,,,,,,,47.44,,14,5.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,6,54,22,8.5,1.6,,100,,,,,,,,,,47.44,,28,7.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,6,54,22,8.5,1.6,,100,,,,,,,,,,47.44,,56,10.7
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,6,54,22,8.5,1.6,,100,,,,,,,,,,47.44,,90,11.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,,,,,,,,,,,,,,,,,42.15,,7,4
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,,,,,,,,,,,,,,,,,42.15,,14,5.9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,,,,,,,,,,,,,,,,,42.15,,28,8.9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,,,,,,,,,,,,,,,,,42.15,,56,12.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,270,,,,,,,,,,,,,,,,,42.15,,90,15.3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,286,,,,,,,,,,,,,,,,,48.8,,7,2.9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,286,,,,,,,,,,,,,,,,,48.8,,14,3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,286,,,,,,,,,,,,,,,,,48.8,,28,3.8
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,286,,,,,,,,,,,,,,,,,48.8,,56,4.3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,250,143,0.41,,,,,286,,,,,,,,,,,,,,,,,48.8,,90,7.5
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,143,0.36,,,,,358,6,54,22,8.5,1.6,,200,,,,,,,,,,39.53,,7,6.1
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,143,0.36,,,,,358,6,54,22,8.5,1.6,,200,,,,,,,,,,39.53,,14,9
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,143,0.36,,,,,358,6,54,22,8.5,1.6,,200,,,,,,,,,,39.53,,28,12
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,143,0.36,,,,,358,6,54,22,8.5,1.6,,200,,,,,,,,,,39.53,,56,16.3
62,17.38,4.67,2.91,1.38,CEM II-A/L 42.5R,200,143,0.36,,,,,358,6,54,22,8.5,1.6,,200,,,,,,,,,,39.53,,90,19.7
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,1,2.2
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,2,4.8
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,3,6.5
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,4,9
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,5,12.3
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,6,15.3
66.48,20.17,4.01,2.77,0.85,,0,,0.4,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,80,28,7,20
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,7,1
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,14,2.3
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,18,3.5
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,28,6.2
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,35,8.1
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,42,8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,49,9.8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,56,10
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,70,10.8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,84,11
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,160,28,91,12.5
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,7,1
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,14,3.8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,18,4.2
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,28,5.2
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,35,7.8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,42,9
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,49,9.8
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,56,10
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,70,11
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,84,13
66.48,20.17,4.01,2.77,0.85,,0,,0.2,,,,,,,,,,,,,40.95,32.71,13.89,0.31,6.36,0.7,,,12,171,28,91,13.2
66.48,20.17,4.01,2.77,0.85,,0.7,,0.2,,,,,,,,,,,,,,,,,,,,,12,140,28,91,0.1
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,188,,,,,,,,,,,7,28,9
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,132,,,,,,,,,,,7,28,6.7
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,94,,,,,,,,,,,7,28,4
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,56,,,,,,,,,,,7,28,4.5
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,0,,,,,,,,,,,7,28,6
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,167,,,,,,,,,,,7,28,1.4
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,117,,,,,,,,,,,7,28,0.25
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,84,,,,,,,,,,,7,28,0.25
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,50,,,,,,,,,,,7,28,0.45
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,0,,,,,,,,,,,7,28,0.75
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,188,,,,,,,,,,,28,28,5
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,132,,,,,,,,,,,28,28,4
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,94,,,,,,,,,,,28,28,3
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,56,,,,,,,,,,,28,28,3.8
62.5,20.55,4.59,3.27,2.61,PI 42.5,188,143,0.38,,,1018,,,3.87,57.6,21.9,7.7,1.68,,0,,,,,,,,,,,28,28,5.2
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,167,,,,,,,,,,,28,28,0.7
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,117,,,,,,,,,,,28,28,0.2
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,84,,,,,,,,,,,28,28,0.15
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,50,,,,,,,,,,,28,28,0.3
62.5,20.55,4.59,3.27,2.61,PI 42.5,311,134,0.28,,,1071,,,3.87,57.6,21.9,7.7,1.68,,0,,,,,,,,,,,28,28,0.75
63.6,20.1,4.4,2.2,4,OPC,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,0,0
